clean_text,label
babi penjilat mukidov el bansos al ngibulin hanya halusinasi ekonomi meroket awokawokawok,Negatif
duit buat jakarta ada lagi enggak pakai dana buat ikn,Positif
sok sokan mau diseleksi tuh sih bocah tua plonga plongo yang ijazahnya ngibul saja tidak mau pindah ke sana awokawokawok,Negatif
halah hanya ngibul saja semodel dengan mukidov el bansos al ngibulin yang halusinasi ekonomi meroket,Negatif
lihat pendapatan kai berapa sekarang gede lagian infrastruktur itu penting dibangun daripada enggak dibangun sama sekali bakalan lebih mahal di tahun mendatang,Positif
namanya juga lagi dibangun kan bertahap,Negatif
hasil ketemu pemimpin dunia dan utang,Positif
kompas ikutan jadi buzzer ikn,Positif
dapat kontrak berapa nih kompas,Negatif
ponakan saya ada yang jadi pekerja di sana itu bukti simpel proses pembangunan masih berjalan sesuai rencana,Positif
kemarin bikin laporan sinetron ivestigasi tentang kkn jokowi sekarang advertorial ikn,Negatif
ayolah kompas kamu masih bisa cari makan dengan tanpa menjilat,Negatif
anak wabah dan kaum lowbet mingkem,Negatif
gua berharap cepat jadi deh biar pada pindah biar gua di jakarta bebaslah dari koruptor,Negatif
lihat beban utangnya lihat apa yang dibebankan pada pt kai sebelumnya pt kai hampir enggak pernah kerugian besar loh coba lihat sekarang btw coba dong bukti pengikut anis yang ngata mengatai itu,Negatif
sudah buru pindahin asn di jawa ini sebagian kesana,Positif
mending bangun ikn daripada melawan alam tanggul laut,Positif
ini kompas ganti saja namanya enggak cocok ini kalau namanya kompas,Negatif
ikn tidak mangkrak,Negatif
hey buzzer media inti dari mangkrak itu bukan soal dilanjutin atau enggak bangunnya tapi fungsi ke depan bagaimana manfaat plus nya apa apakah ada pertimbangan urgent strategisnya jangan asal malu kalo gagal akhire dipaksa lanjut bangun,Negatif
ya pembangunan ikn memakai dana apbn yang penting tidak di korupsi saja,Negatif
dulu juga kereta cepat di bilang mangkrak sama pengikut bajingan berkedok agama serta pengikut anis tapi begitu sudah jadi paling getol posting lagi naik kereta api cepat kan asu namanya,Positif
kemungkinan ada teman lo yang tolol atau lo nya,Negatif
gue percaya karena jaminan hutang dia sertifikat yang nilainya kali hutangnya selain itu gue sudah kenal dia hampir tahun dia malah berhutang karena terlalu polos dalam berusaha,Negatif
kalo media kan memang di bayar buat beritain yang bagus nya doang ingat pencipta hoax terbaik adalah pemerintah,Positif
kok enggak pakai hashtag ada,Positif
padahal duit ikn bisa selamatin jakarta dari tenggelam dengan memberikan akses air bersih ke semua masyrakat lewat pipa pdam misalnya jadi orang enggak perlu bor bor tanah cari air bersih,Negatif
cie turun nih dana buzzer pakai segala ada tagar nya,Positif
beberapa waktu ini notice kompas posting dengan kalimat pertama bold ada apakah kalau melihat postingan kali ini layak diduga kepala pemberitaan media sosialnya sudah terpengaruh atau diisi orang tinggal memang media massa yang masih bersama rakyat,Positif
kurang artistik burung garudanya,Positif
pakai apbn apbn saja katanya tekor triliunan oh iya bisa ngutang lagi kan,Negatif
sudah disiapkan mas ada yang atur,Positif
menunggu lo pindah negara,Negatif
pns punya suami istri anak butuh pasar super market sekolah tak sampai slta rumah sakit klinik dll dll untuk siapkan no saja butuh ber tahun apa bisa paksa pns pindah ke ikn kalau no belum ada bayangkan kegaduhan yang terjadi pada saat migrasi paksa pns,Negatif
lupa kasih tagar ada advertorial min,Positif
kurang tagar ada min,Negatif
siapa bilang enggak ada yang mau tinggal disana,Positif
kalau jb soedirman kalau hidup lagi saya pasti penumpang pertama wwkwkwkwk,Negatif
duit memang yang bicara jumlah penjualan turun jadi terpaksa kerja jadi corong pemerintah ya,Positif
kompas n termul pindah ke ikn saja sana,Negatif
gue mau asal ada pekerjaan yang jelas dan gaji yang jelas kalau gaji begitu saja ya ogah,Positif
tapi soal apakah kota ini bisa benaran hidup atau isinya cuma pns yang setengah hati lihat kedepan,Negatif
pns mas kan pns bisa dipaksa pakai suka atau ancaman mutasi ke daerah yang lebih jauh,Negatif
pashal bentar lagi ulang tahun ke kompas,Negatif
apa kata pak jakob kalo lihat kompas jadi begini,Negatif
mengorbankan kepentingan rakyat demi ambisi satu orang,Positif
mau mangkrak mau berlanjut ijasah jokowi tetap palsu dan harus di proses hukum atau meminta maaf ke seluruh rakyat indonesia,Positif
semoga cepat jadi,Positif
ini iklan kok enggak ada penandanya,Positif
pakai hastag segala kelihatan banget kompas sudah disusupi buzzer,Positif
tetap ikn itu enggak mungkin ditopang oleh apbn semata butuh investasi dari luar yang sampai saat ini masih super minim enggak ada itu ya ujung nya bakl kayak ibukota myanmar,Negatif
bukan mangkrak tapi tidak dilanjutken,Negatif
ini berita apa iklan,Negatif
gua kira postingan ternyata kompas,Negatif
kalo berita dari kompas sih enggak aneh sudah lama jadi penjilat pemerintah,Negatif
kompas cmon akhirnya jual diri juga karena suntikan dana dari pemerintah,Negatif
dana dari siapa min,Positif
bahasa overthinking orang awam mungkin mangkrak tapi bahasa yang lebih konstruktif mempertanyakan sikap saja sih karena selain ada isu bukan prioritas juga roadmap pembangunan ikn seakan dibiaskan jadi reaksi masyarakat ya wajar ada yang berpikir takut mangkrak,Negatif
sebelumnya kagak ada bagusnya isinya batak sama imigran sipit,Positif
ini media berita atau buzzer narasi nya gila sekali,Negatif
buat wisata kan ya,Positif
kompas kapan pindah kantor pusatnya ke ikn,Negatif
lu sudah percaya pemerintah saja sudah aneh anjing pasti lu jawa,Positif
he bejabat anjing kontol bangsat rakyat lu banyak yang miskin banyak pengangguran bangsat memang pejabat di negara ini kagak pernah mempeoritas kan rakyatnay babi tolol anjing,Negatif
yws angkut tuh semua pejabat n anggota dpr mpr ke ikn,Negatif
warga kali sangat benci ini,Positif
pulau tempatmu tunggal juga dulunya hutan belantara yang jauh lebih luas lagi,Negatif
semakin cepat selesai semakin baik supaya tidak terpusat lagi semuanya di jakarta kemacetan transportasi tol dalam kota jl sudirman jl thamrin tol merah ke tomang jl tomang raya dan bbp jalan lainnya sudah over capacity,Positif
enggak akan lah semua sektor yang diefisiensi dananya kan dialihkan ke situ cuma enggak tahu juga selesai sesuai rencana sesuai spek wallaahu alam,Positif
anjir deh kena duit iklan dari apbn,Negatif
duid pajak aing wkwkwk,Netral
proyek yang enggak ada gunanya buat rakyat banyak,Positif
sudah ramai dan banyak penduduk yang tinggal disana ternyata,Positif
yang mengomong mangkrak juga siapa min masyarakat malah mengomong jangan sampai ikn mangkrak karena uang rakyat sudah kesana jangan sia ini kepercayaan rakyat kalo ikn lanjut malah bagus,Negatif
mantap menambah lahan buat loker loker lonte,Positif
saya tidak punya data pasti tentang persentase pembangunan ikn per juni berdasarkan informasi terakhir fase i mencapai pada maret dan fase ii baru dimulai dengan lelang proyek akhir juni kemajuan keseluruhan mungkin lebih tinggi tapi angka resmi belum dirilis otorita ikn menegaskan proyek tetap berjalan meski ada rumor keterlambatan,Negatif
tapi hasil iknya enggak terasa benefitnya lebih terasa billnya sama lcnya,Positif
aku juga percaya temanmu kak walaupun belum terbukti jujur tapi yang sono sudah terbukti suka ngibul,Positif
lihat ini anak abah akan kejang apalagi kalau jokowi masih dijalur politik makanya banyak yang mau menjatuhkan beliau dengan berbagai operasi seperti project panci,Positif
dibayar berapa ini,Positif
estimasi deforestasi untuk proyek ikn sekitar hektar dari hingga dari total hektar dengan hanya hektar hutan tersisa kerugian alam meliputi hilangnya biodiversitas peningkatan emisi karbon dan risiko banjir serta longsor akibat perubahan tutupan lahan ekosistem mangrove di teluk balikpapan hektar juga terancam dengan sudah dibudidayakan untuk industri meski proyek menargetkan forest city dengan area hijau rencana saat ini lebih mengutamakan hutan produksi dan perkebunan memicu kontroversi atas dampak lingkungan,Negatif
tolong dicek ini mustinya ada ada atau keterangan iklan yang jelas atau enggak ya,Positif
berapa hektar hutan yang dibabat demi mega proyek ini dan apa kerugian dari segi alam,Negatif
lumayan sekali ngepost begini juta,Positif
ikn mangkrak enggak mangkrak jakarta tetap banjir utang tetap berbunga wni masih miskin jawa masih penuh,Positif
ya sudah buruan pada pindah kesana biar jakarta enggak sumpek lagi bawa semua lah,Negatif
kok beda yang beritanya media sama laporan langsung warga lokal kalau laporan warga lokal yang ngevlog ikn sudah kayak kota hantu tikus lah dimana tapi media bikin berita seolah itu kota masa depan enggak tahu yang benar yang mana tapi saya lebih percaya warlok,Negatif
sepertinya admin puas banget jangan berlebihan min nanti muntah,Negatif
kasihan banyak yang enggak menerima kenyataan,Positif
sebentar ini kompas lagi kenapa ya,Negatif
teman bela ini ke ikn ikut proyek demi bayar hutangnya ke aku enggak lama pulang kenapa kataku ikn mangkrak katanya aku percaya temanku itu,Negatif
bikin berita begini pasti diomeli gerombolan anti ikn kompas langsung dicap termul bikin berita hoax,Negatif
untuk menutupi kengibulan jokowi,Netral
ikn pemborosan yang tidak berfaedah dan kanal korupsi proyek proyek infrastruktur,Negatif
itu sub kontraktor sudah dibayar lunas semua belum yang kemarin kemarin,Negatif
yang bilang mangkrak sekarang fokus ke ijasah palsu dan makzulkan gibran,Negatif
wisata baru di kalimantan,Netral
anjing pembenci triak mangkrak dtng saja enggak pernah,Negatif
halah buang buang anggaran enggak butuh,Negatif
pokoknya dimata lalat sampah lebih menggiurkan dari pada madu itulah kaum sumbu pendek cita nya ikn mangkrak,Negatif
itu nanti kalau sudah jadi penduduk nya mohon di seleksi yang masih buang sampah sembarangan nerobos lampu merah dan antrian masih suka merampas hak orang lain misal bersepeda di trotoar dan anggota ormas yang arogan jangan suruh tinggal disana,Negatif
alhamdulillah semoga makin banyak media yang memberitakan kinerja pemerintah secara positif,Positif
kompas ini kentara banget ngebuzzernya mainnya enggak halus narasi berita di kompas tv juga makin terang an jilat pemerintah jadi malas menonton padahal sebelumnya bagus,Negatif
coba sekali sekali lihat kondisi area lainnya jangan hanya sekitar istana saja apakah infrastruktur jalan dll sudah slsai,Negatif
manfaat ikn apaan buat terwujudkan cita cita yang tertuang dalam uud dan pancasila,Netral
agustusan nya pasti di ikn lagi,Netral
dunia mana bang,Positif
ini serius kompas se cringe ini pakai segala hashtag ikntidakmangkrak,Negatif
yang penting dikerjakan,Negatif
yang kan wajib jalan,Negatif
halah hanya pencitraan konyol dicampur ngibulin bersama,Negatif
pembangunan ikn boleh saja jalan terus tetap siapa mau pindah ke ikn seperti bandara kertajati jb soedirman ngloram wiriadinata dan trunojoyo selesai dibangun tetap enggak ada penerbangan bandara hantu ada prospek ikn jadi the capital nobody wants tapi live ini,Positif
eq keren atasi kekeringan bangsa berideologi pancasila makin kreatif eq berpikir jernih sehat dan beradab jaga kawal kemandirian fungsi supremasi sipil bukan kreatif mudarat dan ribet berideologi premanisme berpikir rendah serakah jadi multifungsi kapitalis feodal neokolonialis,Positif
narasi bahwa ibu kota nusantara ikn mangkrak kini terbantahkan otorita ikn resmi memulai tahap ii pembangunan dengan menggelar pre construction meeting pcm kamis di kantor kemenko di plaza seremoni langkah ini menandai dimulainya kontrak pekerjaan fisik baru di kawasan inti pusat pemerintahan kipp sekaligus menegaskan komitmen pemerintah untuk mewujudkan kota masa depan indonesia yang inklusif hijau dan berkelanjutan ikn ikntidakmangkrak,Positif
kalau kata bahlil tetap pindah tahun,Positif
kagak usah dipaksakan memang duit kagak ada meminta saja sama sih mulyono goblok uang rebu triliun buat ikn,Negatif
nasi goreng yuk nani bistik yuk mar sego yuk nih gudeg yuk djum ya entek lah picise,Positif
apa yang lu harapkan dari ubanan kayak begini,Negatif
harusnya enggak ngaruh sih kan debat capres ada yang bilang ikn cuma dari apbn berarti investor kan,Negatif
pak bas bisa enjoy saja nge band tiap malam di ikn menghibur warga dan turis yang datang ke ikn,Negatif
kan dulu bilangnya investor yang akan bangun ikn sudah ratusan investor mengantri mau masuk katanya,Negatif
ya para pegawai tetap kerja saja sesuai kontrak kerjanya kalau akhir bulan enggak dibayar gajinya demo tuntut majikannya,Positif
iyalah mau realisasiin legacy siapa kalau bukan presiden terpilih yang sah odgj solo yang meresahkan juga perlu ditindak tuh jangan biarkan dia sabotase perhatian publik terus kalo dibiarkan jadi bikin polemik terus dimasyarakat harus ditindak tegas pak presiden,Negatif
gas lah pak manusia agak lain satu itu harus dikasih pelajaran,Negatif
santai laaah wong enggak punya akal sehat alias odgj,Positif
jadi buktinya benar ya jujur bilang ikn bukan prioritas utama lebih bilang untuk keamanan cyber pendidikan dll wakilnya saja yang ngawur haha eh gtaunya bulsht juga kan mana segala susah sekarang makan siang rawan korupsi,Negatif
gerombolan gank mulyono paling lama tahun dari sekarang akan mengkudeta prabowo otomatis yang akan jadi presiden anaknya mulyono dan sih anaknya mul leluasa membikin kebijakan,Negatif
jadi teringat pas debat cawapres dengan gagahnya samsul bilang soal sumber dana ikn yang katanya dari swasta dan investasi luar sisanya apbn,Positif
enggak jadi keberlanjutan neeehhh,Positif
anjir ti ngapa lu nyasar disini urus mu noh,Negatif
sabar kan masih banyak yang mengantri investor pak bapak prabowo pasti bisa wujudkan,Positif
kebiasaan berita begini goreng sana sini woi evaluasi anggaran wajar lah namanya proyek gede biar tepat guna juga pemakaiannya,Positif
siapa dulu yang memilih karena ikn deh terlanjur dibikin terus takut mangkrak kalo memilih selain,Negatif
yang penting proyek ikn tetap lanjut ini bukan proyek gagal tapi strategi anggaran yang realistis,Negatif
joko enggak mau diperiksa terkait pidana korupsi kah,Negatif
habis ini kira hubungan presiden ri ke dan presiden ri ke bakalan bagaimana,Positif
sabar dulu guys tahan namanya juga sistem baru dan pemerintahan baru pasti semua butuh proses,Negatif
menarik juga sih bisa jadi tempat wisata lokal dulu lumayan buat promosi,Positif
tuh kan kita bilang juga apa moment,Negatif
untuk sementara bisa dijadikan tujuan wisata bagi turis lokal supaya makin banyak masyarakat yang mengenal ikn,Negatif
apbn dialokasikan ke makan siang gratis dulu bukan berarti ikn gaakan lanjut,Positif
oke gas bang semoga tetap jaya indonesiaku cek dulu deh,Positif
anggarannya lagi buat yang lain dulu enggak sih yang lebih urgent,Negatif
bukan ikn woiii tapi anggaran kemenpu yang diblokir,Negatif
yakin sama pak prabowo ikn bakal terwujud demi indonesia yang lebih maju,Positif
duit puluhan trilliun yang mestinya buat dimanfaatkan buat kebijakan yang mensejahterakan rakyatnya malah dihamburkan belum lagi kehilangan kelestarian hutan,Negatif
